tweet_id,name,rating_numerator,rating_denominator,dog_stages
892420643555336193,Phineas,13.0,10.0,unknown
892177421306343426,Tilly,13.0,10.0,unknown
891815181378084864,Archie,12.0,10.0,unknown
891689557279858688,Darla,13.0,10.0,unknown
891327558926688256,Franklin,12.0,10.0,unknown
891087950875897856,None,13.0,10.0,unknown
890971913173991426,Jax,13.0,10.0,unknown
890729181411237888,None,13.0,10.0,unknown
890609185150312448,Zoey,13.0,10.0,unknown
890240255349198849,Cassie,14.0,10.0,doggo
890006608113172480,Koda,13.0,10.0,unknown
889880896479866881,Bruno,13.0,10.0,unknown
889665388333682689,None,13.0,10.0,puppo
889638837579907072,Ted,12.0,10.0,unknown
889531135344209921,Stuart,13.0,10.0,puppo
889278841981685760,Oliver,13.0,10.0,unknown
888917238123831296,Jim,12.0,10.0,unknown
888804989199671297,Zeke,13.0,10.0,unknown
888554962724278272,Ralphus,13.0,10.0,unknown
888078434458587136,Gerald,12.0,10.0,unknown
887705289381826560,Jeffrey,13.0,10.0,unknown
887517139158093824,None,14.0,10.0,unknown
887473957103951883,Canela,13.0,10.0,unknown
887343217045368832,None,13.0,10.0,unknown
887101392804085760,None,12.0,10.0,unknown
886983233522544640,Maya,13.0,10.0,unknown
886736880519319552,Mingus,13.0,10.0,unknown
886680336477933568,Derek,13.0,10.0,unknown
886366144734445568,Roscoe,12.0,10.0,pupper
886258384151887873,Waffles,13.0,10.0,unknown
885984800019947520,Jimbo,12.0,10.0,unknown
885528943205470208,Maisey,13.0,10.0,unknown
885518971528720385,None,14.0,10.0,unknown
885167619883638784,None,13.0,10.0,unknown
884925521741709313,Earl,12.0,10.0,unknown
884876753390489601,Lola,13.0,10.0,unknown
884562892145688576,Kevin,13.0,10.0,unknown
884441805382717440,None,14.0,10.0,unknown
884247878851493888,None,13.0,10.0,unknown
884162670584377345,Yogi,12.0,10.0,doggo
883838122936631299,Noah,12.0,10.0,unknown
883482846933004288,Bella,13.5,10.0,unknown
883360690899218434,Grizzwald,13.0,10.0,floofer
883117836046086144,None,13.0,10.0,unknown
882992080364220416,Rusty,13.0,10.0,unknown
882762694511734784,Gus,12.0,10.0,pupper
882627270321602560,Stanley,13.0,10.0,unknown
882268110199369728,Alfy,13.0,10.0,unknown
882045870035918850,Koko,13.0,10.0,unknown
881906580714921986,Rey,12.0,10.0,unknown
881666595344535552,Gary,13.0,10.0,unknown
881536004380872706,None,14.0,10.0,pupper
881268444196462592,Elliot,12.0,10.0,unknown
880935762899988482,Louis,13.0,10.0,unknown
880872448815771648,None,12.0,10.0,unknown
880465832366813184,Bella,12.0,10.0,unknown
880221127280381952,Jesse,12.0,10.0,unknown
880095782870896641,None,11.0,10.0,unknown
879862464715927552,Romeo,13.0,10.0,unknown
879492040517615616,Bailey,12.0,10.0,unknown
879415818425184262,Duddles,13.0,10.0,unknown
879376492567855104,Jack,12.0,10.0,unknown
879050749262655488,Steven,11.0,10.0,unknown
879008229531029506,Beau,13.0,10.0,unknown
878776093423087618,Snoopy,13.0,10.0,puppo
878604707211726852,None,13.0,10.0,unknown
878281511006478336,Shadow,13.0,10.0,unknown
878057613040115712,Emmy,14.0,10.0,unknown
877736472329191424,Aja,13.0,10.0,unknown
877556246731214848,Penny,12.0,10.0,unknown
877316821321428993,Dante,13.0,10.0,unknown
877201837425926144,Nelly,12.0,10.0,unknown
876838120628539392,Ginger,12.0,10.0,pupper
876537666061221889,None,14.0,10.0,unknown
876484053909872640,Benedict,13.0,10.0,unknown
876120275196170240,Venti,13.0,10.0,unknown
875747767867523072,Goose,13.0,10.0,unknown
875144289856114688,Nugget,13.0,10.0,unknown
875097192612077568,None,13.0,10.0,unknown
875021211251597312,None,12.0,10.0,unknown
874680097055178752,Cash,12.0,10.0,unknown
874296783580663808,Jed,13.0,10.0,pupper
874057562936811520,None,12.0,10.0,unknown
874012996292530176,Sebastian,13.0,10.0,puppo
873580283840344065,None,13.0,10.0,unknown
873213775632977920,Sierra,12.0,10.0,pupper
872967104147763200,None,12.0,10.0,doggo
872820683541237760,None,13.0,10.0,unknown
872620804844003328,Monkey,13.0,10.0,unknown
872486979161796608,None,12.0,10.0,unknown
872261713294495745,Harry,13.0,10.0,unknown
872122724285648897,Kody,12.0,10.0,unknown
871879754684805121,Lassie,13.0,10.0,unknown
871762521631449091,Rover,12.0,10.0,pupper
871515927908634625,Napolean,12.0,10.0,doggo
871102520638267392,None,14.0,10.0,doggo
871032628920680449,Boomer,13.0,10.0,unknown
870804317367881728,None,11.0,10.0,unknown
870656317836468226,Cody,13.0,10.0,unknown
870374049280663552,Zoey,13.0,10.0,unknown
870308999962521604,Rumble,13.0,10.0,unknown
870063196459192321,Clifford,14.0,10.0,unknown
869772420881756160,Dewey,13.0,10.0,unknown
869702957897576449,Stanley,13.0,10.0,unknown
869596645499047938,Scout,12.0,10.0,doggo
869227993411051520,Gizmo,13.0,10.0,unknown
868880397819494401,Walter,14.0,10.0,unknown
868622495443632128,None,13.0,10.0,unknown
868552278524837888,Cooper,12.0,10.0,unknown
867900495410671616,None,12.0,10.0,unknown
867774946302451713,Harold,13.0,10.0,unknown
867421006826221569,Shikha,12.0,10.0,puppo
867051520902168576,None,13.0,10.0,unknown
866720684873056260,None,13.0,10.0,unknown
866686824827068416,Lili,12.0,10.0,unknown
866450705531457537,Jamesy,13.0,10.0,pupper
866334964761202691,Coco,12.0,10.0,unknown
865718153858494464,Boomer,13.0,10.0,unknown
865359393868664832,Sammy,13.0,10.0,unknown
865006731092295680,Nelly,13.0,10.0,unknown
864873206498414592,None,14.0,10.0,unknown
864279568663928832,Meatball,12.0,10.0,unknown
864197398364647424,Paisley,13.0,10.0,unknown
863907417377173506,Albus,13.0,10.0,unknown
863553081350529029,Neptune,13.0,10.0,unknown
863432100342583297,Belle,12.0,10.0,unknown
863062471531167744,Quinn,13.0,10.0,unknown
862831371563274240,Zooey,13.0,10.0,unknown
862722525377298433,Dave,11.0,10.0,unknown
862457590147678208,Jersey,13.0,10.0,unknown
862096992088072192,None,13.0,10.0,unknown
861383897657036800,Hobbes,13.0,10.0,unknown
861288531465048066,None,13.0,10.0,unknown
861005113778896900,Burt,12.0,10.0,unknown
860563773140209665,Lorenzo,13.0,10.0,unknown
860524505164394496,Carl,13.0,10.0,unknown
860276583193509888,Jordy,12.0,10.0,unknown
860184849394610176,None,14.0,10.0,unknown
859924526012018688,Milky,12.0,10.0,unknown
859851578198683649,Trooper,13.0,10.0,unknown
859607811541651456,None,13.0,10.0,puppo
859196978902773760,None,12.0,10.0,unknown
859074603037188101,None,13.0,10.0,unknown
858843525470990336,None,13.0,10.0,doggo
858471635011153920,Sophie,13.0,10.0,unknown
858107933456039936,Wyatt,12.0,10.0,unknown
857989990357356544,Rosie,12.0,10.0,unknown
857746408056729600,Thor,13.0,10.0,unknown
857393404942143489,None,13.0,10.0,unknown
857263160327368704,Oscar,13.0,10.0,unknown
857029823797047296,Zeke,12.0,10.0,unknown
856543823941562368,Callie,12.0,10.0,unknown
856282028240666624,Cermet,14.0,10.0,unknown
855857698524602368,None,13.0,10.0,unknown
855851453814013952,None,13.0,10.0,multiple
855818117272018944,None,13.0,10.0,unknown
855459453768019968,None,12.0,10.0,unknown
854732716440526848,Marlee,12.0,10.0,unknown
854482394044301312,Arya,13.0,10.0,unknown
854365224396361728,Einstein,13.0,10.0,unknown
854120357044912130,None,14.0,10.0,pupper
854010172552949760,None,11.0,10.0,multiple
853760880890318849,Alice,12.0,10.0,unknown
853639147608842240,None,13.0,10.0,unknown
853299958564483072,Rumpole,13.0,10.0,unknown
852912242202992640,Benny,12.0,10.0,unknown
852672615818899456,Aspen,12.0,10.0,unknown
852553447878664193,Jarod,13.0,10.0,unknown
852311364735569921,Wiggles,13.0,10.0,unknown
852226086759018497,General,14.0,10.0,unknown
852189679701164033,Sailor,12.0,10.0,unknown
851591660324737024,None,11.0,10.0,unknown
851464819735769094,Iggy,14.0,10.0,unknown
851224888060895234,Snoop,13.0,10.0,unknown
850753642995093505,Kyle,11.0,10.0,unknown
850380195714523136,Leo,13.0,10.0,unknown
850145622816686080,Riley,11.0,10.0,unknown
850019790995546112,Boomer,12.0,10.0,pupper
849776966551130114,None,12.0,10.0,unknown
849412302885593088,Noosh,12.0,10.0,unknown
849336543269576704,None,11.0,10.0,unknown
849051919805034497,Kevin,13.0,10.0,unknown
848690551926992896,None,12.0,10.0,unknown
848324959059550208,Odin,12.0,10.0,unknown
848212111729840128,Jerry,6.0,10.0,unknown
847962785489326080,Georgie,10.0,10.0,unknown
847842811428974592,Rontu,12.0,10.0,unknown
847606175596138505,Cannon,12.0,10.0,unknown
847251039262605312,Furzey,12.0,10.0,unknown
847157206088847362,Daisy,11.0,10.0,unknown
847116187444137987,None,11.0,10.0,unknown
846874817362120707,Tuck,13.0,10.0,unknown
846514051647705089,Barney,13.0,10.0,doggo
846505985330044928,None,11.0,10.0,unknown
846153765933735936,Vixen,13.0,10.0,unknown
846139713627017216,None,13.0,10.0,unknown
846042936437604353,Jarvis,12.0,10.0,unknown
845812042753855489,None,13.0,10.0,unknown
845677943972139009,None,12.0,10.0,unknown
845397057150107648,Mimosa,13.0,10.0,doggo
845306882940190720,Pickles,12.0,10.0,pupper
844973813909606400,Brady,12.0,10.0,unknown
844704788403113984,Luna,13.0,10.0,unknown
844580511645339650,Charlie,11.0,10.0,unknown
844223788422217728,Margo,12.0,10.0,unknown
843981021012017153,None,13.0,10.0,unknown
843856843873095681,Sadie,12.0,10.0,unknown
843604394117681152,Hank,11.0,10.0,unknown
843235543001513987,Tycho,13.0,10.0,unknown
842846295480000512,Charlie,13.0,10.0,unknown
842765311967449089,Indie,12.0,10.0,unknown
842535590457499648,Winnie,13.0,10.0,unknown
842163532590374912,George,12.0,10.0,unknown
842115215311396866,Bentley,12.0,10.0,unknown
841680585030541313,Penny,12.0,10.0,unknown
841439858740625411,None,14.0,10.0,unknown
841320156043304961,None,12.0,10.0,unknown
841314665196081154,Max,13.0,10.0,unknown
841077006473256960,Dawn,12.0,10.0,unknown
840696689258311684,None,10.0,10.0,unknown
840632337062862849,Maddie,12.0,10.0,unknown
840370681858686976,None,13.0,10.0,unknown
840268004936019968,Monty,12.0,10.0,unknown
839990271299457024,Sojourner,13.0,10.0,unknown
839549326359670784,Winston,12.0,10.0,unknown
839239871831150596,Odie,13.0,10.0,unknown
838952994649550848,None,13.0,10.0,unknown
838921590096166913,Arlo,13.0,10.0,unknown
838561493054533637,Walter,13.0,10.0,unknown
838476387338051585,Stanley,13.0,10.0,unknown
838083903487373313,Daisy,13.0,10.0,unknown
837820167694528512,None,12.0,10.0,pupper
837482249356513284,Waffles,13.0,10.0,unknown
837471256429613056,Vincent,12.0,10.0,unknown
837366284874571778,Lucy,13.0,10.0,unknown
837110210464448512,Clark,13.0,10.0,pupper
836989968035819520,Mookie,12.0,10.0,unknown
836753516572119041,Meera,12.0,10.0,doggo
836677758902222849,Oliver,11.0,10.0,unknown
836380477523124226,Ava,12.0,10.0,pupper
836260088725786625,Lucy,13.0,10.0,unknown
836001077879255040,None,13.0,10.0,unknown
835574547218894849,Eli,11.0,10.0,unknown
835297930240217089,Ash,12.0,10.0,unknown
835264098648616962,Lola,12.0,10.0,unknown
835172783151792128,None,12.0,10.0,unknown
835152434251116546,None,0.0,10.0,unknown
834931633769889797,Tucker,12.0,10.0,unknown
834786237630337024,Tobi,13.0,10.0,unknown
834574053763584002,None,13.0,10.0,doggo
834458053273591808,Chester,12.0,10.0,unknown
834209720923721728,Wilson,12.0,10.0,unknown
834167344700198914,Sunshine,11.0,10.0,unknown
834089966724603904,None,10.0,10.0,doggo
834086379323871233,Lipton,12.0,10.0,unknown
833863086058651648,Bentley,12.0,10.0,unknown
833826103416520705,Charlie,13.0,10.0,unknown
833722901757046785,Bronte,13.0,10.0,unknown
833479644947025920,Poppy,13.0,10.0,unknown
833124694597443584,Gidget,12.0,10.0,pupper
832998151111966721,Rhino,13.0,10.0,doggo
832757312314028032,Willow,13.0,10.0,unknown
832682457690300417,None,13.0,10.0,unknown
832645525019123713,None,10.0,10.0,unknown
832636094638288896,Orion,12.0,10.0,unknown
832397543355072512,Eevee,12.0,10.0,unknown
832369877331693569,Charlie,11.0,10.0,unknown
832273440279240704,Smiley,14.0,10.0,doggo
832032802820481025,Miguel,12.0,10.0,doggo
831939777352105988,Emanuel,12.0,10.0,doggo
831911600680497154,Kuyu,14.0,10.0,unknown
831670449226514432,Daisy,13.0,10.0,unknown
831650051525054464,None,13.0,10.0,unknown
831552930092285952,Dutch,13.0,10.0,unknown
831322785565769729,Pete,12.0,10.0,doggo
831315979191906304,None,13.0,10.0,pupper
831309418084069378,Scooter,12.0,10.0,unknown
831262627380748289,Tucker,12.0,10.0,unknown
830956169170665475,Reggie,12.0,10.0,unknown
830583320585068544,Lilly,13.0,10.0,unknown
830097400375152640,Samson,13.0,10.0,unknown
829861396166877184,Mia,12.0,10.0,unknown
829501995190984704,Leo,12.0,10.0,unknown
829449946868879360,None,11.0,10.0,doggo
829374341691346946,Astrid,13.0,10.0,doggo
829141528400556032,Malcolm,12.0,10.0,unknown
829011960981237760,Dexter,13.0,10.0,unknown
828770345708580865,Alfie,13.0,10.0,unknown
828708714936930305,Fiona,10.0,10.0,unknown
828650029636317184,None,14.0,10.0,unknown
828409743546925057,Mutt,12.0,10.0,unknown
828408677031882754,Bear,12.0,10.0,unknown
828381636999917570,Doobert,14.0,10.0,doggo
828376505180889089,Beebop,13.0,10.0,unknown
828372645993398273,Alexander,12.0,10.0,unknown
828361771580813312,None,12.0,10.0,unknown
828046555563323392,Sailer,13.0,10.0,unknown
828011680017821696,Brutus,11.0,10.0,unknown
827933404142436356,Kona,12.0,10.0,pupper
827653905312006145,Boots,12.0,10.0,unknown
827600520311402496,Tucker,13.0,10.0,unknown
827324948884643840,Ralphie,12.0,10.0,unknown
827199976799354881,Charlie,13.0,10.0,unknown
826958653328592898,Loki,12.0,10.0,doggo
826848821049180160,Cupid,13.0,10.0,doggo
826598365270007810,Pawnd,13.0,10.0,unknown
826476773533745153,Pilot,12.0,10.0,doggo
826240494070030336,None,11.0,10.0,unknown
826204788643753985,None,13.0,10.0,doggo
826115272272650244,Ike,13.0,10.0,unknown
825876512159186944,Mo,11.0,10.0,unknown
825829644528148480,Toby,12.0,10.0,unknown
825535076884762624,None,14.0,10.0,puppo
825147591692263424,Sweet,13.0,10.0,unknown
825026590719483904,Pablo,12.0,10.0,puppo
824775126675836928,Scooter,12.0,10.0,unknown
824663926340194305,Wilson,13.0,10.0,unknown
824325613288833024,None,13.0,10.0,pupper
824297048279236611,Nala,11.0,10.0,unknown
824025158776213504,None,14.0,10.0,unknown
823939628516474880,Cash,12.0,10.0,unknown
823699002998870016,Winston,12.0,10.0,unknown
823581115634085888,Crawford,11.0,10.0,unknown
823322678127919110,Wyatt,11.0,10.0,unknown
822975315408461824,Albus,12.0,10.0,unknown
822872901745569793,None,13.0,10.0,puppo
822859134160621569,Hobbes,12.0,10.0,unknown
822610361945911296,None,12.0,10.0,unknown
822489057087389700,Paisley,13.0,10.0,unknown
822462944365645825,Gabe,14.0,10.0,pupper
822244816520155136,None,11.0,10.0,unknown
821886076407029760,Jimison,13.0,10.0,unknown
821765923262631936,Duchess,13.0,10.0,doggo
821522889702862852,Harlso,13.0,10.0,unknown
821407182352777218,Sundance,14.0,10.0,doggo
821149554670182400,Luca,12.0,10.0,unknown
821107785811234820,None,11.0,10.0,doggo
821044531881721856,Flash,12.0,10.0,unknown
820749716845686786,Sunny,13.0,10.0,unknown
820690176645140481,None,84.0,70.0,unknown
820314633777061888,None,14.0,10.0,unknown
820078625395449857,None,12.0,10.0,unknown
819952236453363712,Oliver,13.0,10.0,puppo
819924195358416896,None,11.0,10.0,doggo
819711362133872643,Howie,11.0,10.0,unknown
819588359383371776,Jazzy,13.0,10.0,unknown
819347104292290561,Anna,12.0,10.0,unknown
819238181065359361,None,10.0,10.0,pupper
819227688460238848,Finn,12.0,10.0,unknown
819006400881917954,Sunny,14.0,10.0,doggo
819004803107983360,Bo,14.0,10.0,doggo
818627210458333184,Wafer,13.0,10.0,unknown
818614493328580609,Bear,12.0,10.0,unknown
818536468981415936,Tom,11.0,10.0,unknown
818259473185828864,Florence,12.0,10.0,unknown
818145370475810820,Autumn,11.0,10.0,unknown
817908911860748288,None,12.0,10.0,unknown
817827839487737858,Buddy,13.0,10.0,unknown
817777686764523521,Dido,13.0,10.0,multiple
817536400337801217,Eugene,12.0,10.0,unknown
817423860136083457,Ken,13.0,10.0,unknown
817415592588222464,Strudel,11.0,10.0,unknown
817171292965273600,Tebow,13.0,10.0,unknown
817120970343411712,None,13.0,10.0,unknown
817056546584727552,Chloe,11.0,10.0,unknown
816816676327063552,Timber,12.0,10.0,unknown
816697700272001025,Binky,12.0,10.0,unknown
816450570814898180,Moose,13.0,10.0,unknown
816336735214911488,Dudley,11.0,10.0,unknown
816091915477250048,Comet,12.0,10.0,unknown
815990720817401858,Jack,11.0,10.0,unknown
815966073409433600,None,13.0,10.0,pupper
815736392542261248,Akumi,11.0,10.0,unknown
815639385530101762,Titan,12.0,10.0,unknown
815390420867969024,None,13.0,10.0,unknown
814986499976527872,Cooper,11.0,10.0,pupper
814638523311648768,Olivia,12.0,10.0,unknown
814530161257443328,Alf,12.0,10.0,unknown
814153002265309185,Oshie,12.0,10.0,unknown
813910438903693312,Chubbs,11.0,10.0,doggo
813812741911748608,Gary,14.0,10.0,unknown
813800681631023104,Sky,12.0,10.0,unknown
813217897535406080,Atlas,13.0,10.0,unknown
813202720496779264,None,11.0,10.0,doggo
813187593374461952,None,13.0,10.0,unknown
813172488309972993,Eleanor,12.0,10.0,unknown
813157409116065792,Layla,12.0,10.0,unknown
813142292504645637,None,13.0,10.0,unknown
813127251579564032,None,11.0,10.0,doggo
813112105746448384,Toby,12.0,10.0,unknown
813096984823349248,Rocky,11.0,10.0,doggo
813081950185472002,Baron,11.0,10.0,unknown
813066809284972545,Tyr,12.0,10.0,unknown
813051746834595840,Bauer,13.0,10.0,unknown
812781120811126785,Swagger,10.0,10.0,unknown
812709060537683968,Brandi,12.0,10.0,unknown
812503143955202048,None,13.0,10.0,unknown
812466873996607488,Mary,12.0,10.0,unknown
812372279581671427,Moe,13.0,10.0,unknown
811985624773361665,Ted,11.0,10.0,unknown
811744202451197953,Halo,13.0,10.0,unknown
811627233043480576,Augie,10.0,10.0,unknown
811386762094317568,Craig,11.0,10.0,pupper
810984652412424192,Sam,24.0,7.0,unknown
810896069567610880,Hunter,11.0,10.0,unknown
810657578271330305,Pavlov,11.0,10.0,unknown
810284430598270976,Phil,13.0,10.0,unknown
810254108431155201,Gus,12.0,10.0,unknown
809920764300447744,None,10.0,10.0,unknown
809448704142938112,None,12.0,10.0,unknown
809220051211603969,Kyro,12.0,10.0,unknown
809084759137812480,Wallace,11.0,10.0,unknown
808838249661788160,Ito,13.0,10.0,unknown
808733504066486276,None,12.0,10.0,pupper
808501579447930884,Koda,12.0,10.0,unknown
808344865868283904,Seamus,11.0,10.0,unknown
808106460588765185,None,12.0,10.0,multiple
808001312164028416,Cooper,12.0,10.0,unknown
807621403335917568,Ollie,14.0,10.0,pupper
807106840509214720,Stephan,13.0,10.0,unknown
807010152071229440,Lennon,12.0,10.0,unknown
806629075125202948,None,13.0,10.0,unknown
806576416489959424,None,13.0,10.0,unknown
806542213899489280,Waffles,11.0,10.0,unknown
806219024703037440,None,11.0,10.0,unknown
805932879469572096,Major,12.0,10.0,unknown
805826884734976000,Duke,12.0,10.0,unknown
805520635690676224,Zeke,13.0,10.0,unknown
805487436403003392,Sansa,12.0,10.0,unknown
805207613751304193,Shooter,12.0,10.0,unknown
804738756058218496,Django,12.0,10.0,unknown
804475857670639616,None,13.0,10.0,unknown
804026241225523202,Bo,13.0,10.0,unknown
803773340896923648,Diogi,12.0,10.0,puppo
803638050916102144,None,13.0,10.0,pupper
803380650405482500,Sonny,12.0,10.0,unknown
803276597545603072,Winston,11.0,10.0,unknown
802952499103731712,Marley,12.0,10.0,unknown
802600418706604034,Bailey,11.0,10.0,unknown
802572683846291456,Winnie,12.0,10.0,unknown
802323869084381190,Severus,13.0,10.0,unknown
802239329049477120,Loki,12.0,10.0,puppo
801958328846974976,Ronnie,12.0,10.0,unknown
801538201127157760,Wallace,12.0,10.0,unknown
801285448605831168,None,10.0,10.0,unknown
801167903437357056,Milo,13.0,10.0,unknown
801115127852503040,Bones,12.0,10.0,multiple
800751577355128832,Mauve,12.0,10.0,unknown
800513324630806528,Chef,11.0,10.0,unknown
800459316964663297,None,12.0,10.0,pupper
800388270626521089,Doc,12.0,10.0,floofer
800141422401830912,Peaches,13.0,10.0,unknown
800018252395122689,None,11.0,10.0,doggo
799757965289017345,Sobe,13.0,10.0,doggo
799422933579902976,Longfellow,12.0,10.0,unknown
799297110730567681,Jeffrey,11.0,10.0,unknown
799063482566066176,Mister,11.0,10.0,unknown
798933969379225600,Iroh,12.0,10.0,unknown
798925684722855936,Shadow,11.0,10.0,unknown
798209839306514432,Cooper,13.0,10.0,unknown
797971864723324932,None,12.0,10.0,pupper
797545162159308800,Cassie,12.0,10.0,unknown
797236660651966464,Pancake,12.0,10.0,unknown
796865951799083009,Tyr,12.0,10.0,unknown
796759840936919040,Romeo,11.0,10.0,unknown
796484825502875648,None,12.0,10.0,doggo
796387464403357696,Snicku,12.0,10.0,unknown
796149749086875649,Ruby,11.0,10.0,unknown
796125600683540480,None,13.0,10.0,unknown
796116448414461957,None,11.0,10.0,unknown
796080075804475393,Yogi,12.0,10.0,unknown
796031486298386433,Daisy,13.0,10.0,unknown
795464331001561088,None,13.0,10.0,doggo
795400264262053889,Brody,12.0,10.0,unknown
795076730285391872,Bailey,11.0,10.0,unknown
794926597468000259,Mack,12.0,10.0,unknown
794332329137291264,Nimbus,12.0,10.0,unknown
794205286408003585,Laika,14.0,10.0,pupper
793962221541933056,Maximus,12.0,10.0,unknown
793845145112371200,Clark,13.0,10.0,unknown
793601777308463104,Dobby,12.0,10.0,unknown
793500921481273345,Fiona,12.0,10.0,unknown
793286476301799424,Moreton,13.0,10.0,unknown
793271401113350145,Dave,12.0,10.0,unknown
793256262322548741,None,12.0,10.0,unknown
793241302385262592,Tucker,13.0,10.0,unknown
793226087023144960,Juno,11.0,10.0,unknown
793210959003287553,Maude,10.0,10.0,unknown
793195938047070209,Lily,12.0,10.0,puppo
793180763617361921,Newt,11.0,10.0,unknown
793165685325201412,Benji,12.0,10.0,unknown
793150605191548928,Nida,11.0,10.0,unknown
793135492858580992,None,13.0,10.0,unknown
793120401413079041,Robin,11.0,10.0,unknown
792913359805018113,None,13.0,10.0,unknown
792883833364439040,Bailey,12.0,10.0,unknown
792773781206999040,Monster,12.0,10.0,unknown
792394556390137856,BeBe,12.0,10.0,unknown
792050063153438720,Remus,11.0,10.0,unknown
791774931465953280,None,14.0,10.0,unknown
791672322847637504,None,13.0,10.0,unknown
791406955684368384,Levi,12.0,10.0,unknown
791312159183634433,Mabel,12.0,10.0,unknown
790987426131050500,Misty,12.0,10.0,unknown
790946055508652032,Betty,12.0,10.0,puppo
790698755171364864,Mosby,12.0,10.0,unknown
790581949425475584,Duke,11.0,10.0,unknown
790337589677002753,Maggie,12.0,10.0,unknown
790277117346975746,Bruce,11.0,10.0,unknown
789986466051088384,Happy,12.0,10.0,unknown
789903600034189313,Ralphy,13.0,10.0,pupper
789628658055020548,Eli,13.0,10.0,unknown
789599242079838210,Brownie,12.0,10.0,unknown
789530877013393408,Rizzy,12.0,10.0,unknown
789314372632018944,None,13.0,10.0,unknown
789268448748703744,Stella,10.0,10.0,unknown
789137962068021249,Bo,12.0,10.0,unknown
788908386943430656,Lucy,11.0,10.0,unknown
788765914992902144,Butter,12.0,10.0,unknown
788412144018661376,Dexter,11.0,10.0,unknown
788178268662984705,None,13.0,10.0,unknown
